9528,9528,마이멤버,1,,"491,312USD ","116,080,000원", 
9529,9529,다행이다,2,,"51,475USD ",,0
9530,9530,왕인행차,3,,"339,984USD ",,"182,974USD "
9531,9531,안양호랑이,4,,"2,232,830USD ",,"83,968USD "
9532,9532,바벨,5,,"583,280USD ",,"181,694USD "
9533,9533,퍼텐셜에너지,6,,"120,176USD ",,"9,860USD "
9534,9534,두둥이,7,,"1,251,300USD ",,"6,459USD "
9535,9535,천사의별,8,,"1,570,380USD ","157,452,000원", 
9536,9536,스프링컴,9,,"761,442USD ",,0
9537,9537,새로운군주,10,,"568,629,000JPY ","77,630,000원", 
9538,9538,파라다이스퀸,11,,"1,570,380USD ",,0GBP 
9539,9539,진동,12,,"493,755USD ",,"186,539USD "
9540,9540,럭셔리캡틴,1,,"1,607,774USD ","39,446,000원", 
9541,9541,테라스피드,2,,"612,935USD ","110,964,000원", 
9542,9542,안양재규어,3,,"3,084,278USD ","132,220,000원", 
9543,9543,러피언파크,4,,"1,503,825USD ",0원, 
9544,9544,시선집중,5,,"3,187,232USD ","198,273,000원", 
9545,9545,로열축복,6,,"493,755USD ",,"77,031USD "
9546,9546,히트더페이스,7,,"804,090USD ",,0
9547,9547,블루킹,8,,"1,083,533USD ",, 
9548,9548,이비사걸,9,,"1,083,533USD ","122,395,000원", 
9549,9549,컴플리트매직,10,,"254,672USD ","51,995,000원", 
9550,9550,단비와호수,11,,"1,236,820USD ","65,461,000원", 
9551,9551,천마여제,12,,"1,083,533USD ",,0GBP 
9552,9552,브라보과천,1,,"3,084,278USD ",,0
9553,9553,럭키석포,2,,"1,810,805USD ","254,715,000원", 
9554,9554,와일드우즈,3,,"339,984USD ",,250USD 
9555,9555,구름바다,4,,"761,442USD ",,"69,294USD "
9556,9556,땡큐대천,5,,"491,312USD ",,"22,580USD "
9557,9557,더드림,6,,"1,732,000USD ",,0
9558,9558,스피드댄서,7,,"1,732,000USD ",,"65,375USD "
9559,9559,리얼팩,8,,"804,090USD ",,"36,360USD "
9560,9560,백산선더,9,,"114,300USD ",,"1,700AUD "
9561,9561,수호륭,10,,"58,610USD ","7,050,000원", 
9562,9562,엘리트어게인,11,,"695,299USD ","201,360,000원", 
9564,9564,싱그러운타임,1,,"1,732,000USD ","306,736,000원", 
9565,9565,파워타워,2,,"1,810,805USD ","136,795,000원", 
9566,9566,비르투스,3,,"51,475USD ",,"16,046USD "
9567,9567,광야불기둥,4,,"3,084,278USD ",,"8,764USD "
9568,9568,바람의미소,5,,"51,475USD ",,"25,200USD "
9569,9569,해랑,6,,"51,475USD ",,880USD 
9570,9570,마샤,7,,"1,503,825USD ",,"118,880USD "
9571,9571,초오롱마,8,,"662,000USD ",,"21,569USD "
9572,9572,스틸런,9,,"3,187,232USD ","239,805,200원", 
9573,9573,해피하와이,10,,"3,084,278USD ",,0AUD 
9574,9574,푸른질주,11,,"70,961,000JPY ",,"4,040,000JPY "
9575,9575,과천의별,12,,"568,629,000JPY ","55,652,000원", 
9576,9576,챔프퀸,1,"728,298,000원", ,"77,664,000원", 
9577,9577,퍼스트선더,2,,"114,300USD ","47,730,000원", 
9578,9578,로드힐스톰,3,,"416,475,000JPY ",0원, 
9579,9579,그린파크,4,,"1,503,825USD ",,"14,496,000JPY "
9580,9580,밀키셰리,5,,"3,545,062USD ",,"3,850,000JPY "
9581,9581,레지나,6,,"695,299USD ","108,067,000원", 
9582,9582,타미나,8,,"1,810,805USD ","219,712,000원", 
9583,9583,킹오브더필드,9,,"51,475USD ","170,290,000원", 
9584,9584,더블던다스,10,,"1,607,774USD ","62,256,000원","34,700USD "
9585,9585,대길이,11,,"3,545,062USD ",,"181,694USD "
9586,9586,통합시대,12,,"804,090USD ",,"22,580USD "
9587,9587,탑뮤직,1,"1,225,505,000원", ,"2,106,000원", 
9588,9588,금아슈프림,2,,"1,503,825USD ",,"12,590USD "
9589,9589,가즈아,3,,"1,083,533USD ","83,456,000원", 
9590,9590,라온제임스,4,,"416,475,000JPY ",, 
9591,9591,만세,5,,"2,765,800USD ",,"45,700USD "
9592,9592,최강파티,6,,"1,732,000USD ","716,613,000원","1,780USD "
9593,9593,바람킹,7,,"315,015USD ","246,497,000원", 
9594,9594,남쪽나라,9,,"494,895,000JPY ","188,186,000원", 
9595,9595,싱싱장수,10,,"172,705,000JPY ","81,720,000원", 
9596,9596,정동독주,11,,"1,607,774USD ",,"89,509USD "
9597,9597,흥행질주,1,,"51,475USD ",,"1,580USD "
9598,9598,멋진금성,2,,"1,810,805USD ","266,742,000원", 
9599,9599,윈드스카이,3,,"416,475,000JPY ","127,806,000원", 
9600,9600,천지애가,4,,"804,090USD ",,0
9601,9601,선파이팅,5,,"1,570,380USD ",,0
9602,9602,놀부천하,6,,"51,475USD ","9,426,000원", 
9603,9603,햇빛나,7,,"185,417USD ","157,894,000원", 
9604,9604,드림머니,8,,"568,086USD ","231,487,000원", 
9605,9605,창성강자,9,,"3,545,062USD ",,"45,835USD "
9606,9606,블랙스피릿,10,,"1,570,380USD ","201,890,000원", 
9607,9607,행복스타,11,,"456,410USD ","75,012,000원", 
9608,9608,골드블루매직,12,,"710,480USD ",,"8,740AUD "
9609,9609,금아애자일,1,,"3,090,101USD ",,"3,750USD "
9610,9610,디케이퍼미르,2,,"2,612,516USD ",,0
9611,9611,선우럭키,3,,"2,612,516USD ",,"81,500EUR "
9612,9612,디케이별찌,4,,"853,828USD ",,0USD 
9613,9613,이스트반,5,,"1,031,596USD ",,0
9614,9614,선포레,6,,"1,994,460USD ",,"34,734USD "
9615,9615,빅토리맵,7,,"1,358,940USD ",, 
9616,9616,스마트스트롱,8,,"1,994,460USD ",,"34,350USD "
9617,9617,옥룡,9,,"1,065,147USD ",,"36,370USD "
9618,9618,장산몬스터,10,,"1,101,924USD ",,"2,020USD "
9619,9619,퍼스트드림,11,,"915,075USD ",,"168,089USD "
9620,9620,문학챔피언,12,,"794,855USD ",,0
9621,9621,다이나믹커밍,1,,"794,855USD ",,"2,591USD "
9622,9622,화이팅랭퍼,2,,"698,574USD ",,0
9623,9623,빅트리플,3,,"1,304,800USD ",, 
9624,9624,에코빌,4,,"424,600USD ",,"66,445USD "
9625,9625,레벨탑,5,,0AUD ,, 
9626,9626,글로벌보스,6,,"687,967USD ",, 
9627,9627,파노라마선,7,,"148,815USD ",, 
9628,9628,엘리트레오,8,,"1,878,013USD ",, 
9629,9629,문학리워드,9,,"1,064,727USD ",,"16,715USD "
9630,9630,월드캡틴,10,,"2,690,600USD ",,"26,491USD "
9631,9631,피엔에스아리,11,,"937,240USD ",, 
9632,9632,로열훼이버,12,,"118,380USD ",,"4,929USD "
9633,9633,컴플리트캡틴,1,,"339,984USD ","46,605,000원", 
9634,9634,한일달빛,2,,"274,382USD ",,"24,008USD "
9635,9635,블루파이어,3,,"493,755USD ","125,820,000원", 
9636,9636,피케이전사,4,,"1,607,774USD ","39,446,000원", 
9637,9637,이글아이,5,,"114,300USD ",,"16,415USD "
9638,9638,글로벌천하,6,,"339,984USD ","174,214,000원", 
9639,9639,광마힐,7,,"396,254USD ",0원, 
9640,9640,제이콥,8,,"416,475,000JPY ",,"500,000JPY "
9641,9641,백스핀,10,,"568,086USD ",,"79,418USD "
9642,9642,교룡득수,11,,"1,810,805USD ","539,152,000원", 
9643,9643,위너스피릿,12,,"456,410USD ",,"112,985USD "
9644,9644,허쉬대보,1,,"416,475,000JPY ","278,587,000원", 
9645,9645,우리,3,,"1,064,727USD ",,"47,602USD "
9646,9646,제주의하늘,6,,"163,133USD ","208,609,000원", 
9647,9647,서울의별,8,,"568,629,000JPY ","217,833,000원", 
9648,9648,제왕의별,9,,"1,503,825USD ",,"148,914USD "
9649,9649,예상백승,10,,"396,254USD ","77,332,000원", 
9650,9650,흥복드림,11,,"1,878,013USD ",,"34,898USD "
9651,9651,삼성동행,12,,"623,000USD ",,"45,723USD "
9652,9652,아멘다,1,,"1,732,000USD ","58,562,500원", 
9653,9653,머니대륙,2,,"568,629,000JPY ","213,750,000원", 
9654,9654,레이징엔젤,3,,"163,133USD ","98,521,000원", 
9655,9655,스피드청룡,5,,"1,732,000USD ","28,637,000원",0AUD 
9656,9656,럭셔리해피,6,,"493,755USD ","112,068,000원", 
9657,9657,라온시리우스,6,,"493,755USD ","113,835,000원", 
9658,9658,원더풀딕시,8,,"617,310USD ","37,665,000원", 
9659,9659,바람을그리다,10,"471,819,000원", ,,"103,630USD "
9660,9660,스피드이즈칸,11,,"315,015USD ",,"48,935USD "
9662,9662,마크스토리,1,,"459,300USD ",,"227,350USD "
9663,9663,바램,2,,"3,645,383USD ",,"49,230USD "
9664,9664,글로벌에이스,3,,"1,104,040USD ",,0
9665,9665,문학보스,4,,"748,000USD ",,"29,982USD "
9666,9666,극기상진,5,,"865,612USD ",,0
9667,9667,흥오름,6,,"1,732,000USD ",,"131,871USD "
9668,9668,큐피드가이,7,,"439,250USD ",,"78,614USD "
9669,9669,아이비에스퀸,8,,"479,803USD ",,"120,585USD "
9670,9670,브레이브퀸,9,,"49,200USD ",,400USD 
9671,9671,장산베어스,10,,"1,146,340USD ",,244USD 
9672,9672,오더파지빌리티스,11,,"1,284,949USD ",,"68,250USD "
9673,9673,야호선더캣,12,,"568,086USD ","34,580,000원", 
9674,9674,드림포레,1,,"3,090,101USD ",,"24,870USD "
9675,9675,흥캡틴,2,,"51,475USD ","235,154,000원", 
9676,9676,글로리파이터,3,,"326,400USD ",,"35,296USD "
9677,9677,원더풀매직,4,,"1,442,140USD ",,0
9678,9678,그레이트웨이,5,,"996,330USD ",,0
9679,9679,스타러시,6,,"2,494,490USD ",,"24,581USD "
9680,9680,빅페이스,7,,"274,382USD ",,"16,290USD "
9681,9681,골든스위치,8,,0AUD ,,"33,455USD "
9682,9682,월드특급,9,"76,502,000원", ,"272,330,000원", 
9683,9683,율소리,10,,"996,330USD ",,782USD 
9684,9684,플래시라이커,11,,"274,382USD ",,"268,051USD "
9685,9685,파이널에이스,12,,"1,570,380USD ","45,240,000원", 
9686,9686,아테나브이,1,"76,502,000원", ,"325,130,000원", 
9687,9687,원앤온리,2,,"1,810,805USD ",,"11,100USD "
9688,9688,새로운보배,3,,"315,015USD ",,"104,085USD "
9689,9689,해피먼스,4,,"695,299USD ","122,937,000원", 
9690,9690,굿원더,5,,"1,610,604USD ","84,420,000원", 
9691,9691,강화처녀,6,"656,707,000원", ,"62,770,000원", 
9692,9692,가온찬,7,,"996,330USD ",,"1,470USD "
9693,9693,한일모아,8,,"1,083,533USD ",,0
9694,9694,뉴비기닝,9,,"3,084,278USD ","91,962,000원", 
9695,9695,미르스카이,10,,"172,705,000JPY ",,"216,734USD "
9696,9696,세찬나리,11,,"493,755USD ",,"54,248USD "
9697,9697,일기비호,12,,"210,553USD ",,"4,203CAD "
9698,9698,퓨처파이어,1,,"1,293,437USD ",,"58,431USD "
9699,9699,야호골든캣,2,,"3,084,278USD ","41,740,000원", 
9700,9700,봄날의기억,3,,"51,475USD ",,"39,370USD "
9701,9701,농부의수채화,4,,"396,254USD ","141,780,000원", 
9702,9702,천지꽃바람,5,,"493,755USD ",,"2,340USD "
9703,9703,으뜸이루리,6,,"1,810,805USD ",,120USD 
9704,9704,레전드윈,7,,"583,280USD ","231,666,000원", 
9705,9705,원더플레이스,8,,"978,960USD ",,"4,069USD "
9706,9706,원더풀라이트,9,,"254,672USD ",,400CAD 
9707,9707,율도장사,10,,"1,570,380USD ",,0USD 
9708,9708,펀치파워,11,,"254,672USD ",,350USD 
9709,9709,정문레이저,12,,"205,617USD ",,"101,898USD "
9710,9710,럭키법전,1,,"1,810,805USD ",,"138,998USD "
9711,9711,베스트럭키,2,,"51,475USD ",,0
9712,9712,로열고스트,3,,"568,086USD ","1,800,000원", 
9713,9713,윈드리버,4,,"1,503,825USD ",,"1,100USD "
9714,9714,라피도볼트,5,,"804,090USD ","40,825,000원", 
9715,9715,삼성비바,6,,"254,672USD ",,"65,390USD "
9716,9716,킹리,7,,"172,705,000JPY ",,0
9717,9717,스피드버드,8,,"565,716USD ",,"539,329USD "
9718,9718,최강매직,9,,"1,810,805USD ","213,647,000원", 
9719,9719,라온댄서,10,,"114,300USD ",,"4,200USD "
9720,9720,블레싱로드,11,,"339,984USD ","167,070,000원", 
9722,9722,럭키명호,1,,"804,090USD ",,0USD 
9723,9723,캠프터치,2,,"339,984USD ",,"119,723USD "
9724,9724,다이아키,3,"817,614,000원", ,"74,250,000원", 
9725,9725,천지폭풍,4,,"396,254USD ",,0AUD 
9726,9726,천년의바람,5,,"274,382USD ","64,602,000원", 
9727,9727,대마지풍,6,,"371,623,500JPY ",,"31,270USD "
9728,9728,논스톱행진,7,,"51,475USD ",,"24,620USD "
9729,9729,캡틴베스트,8,,"416,475,000JPY ","122,395,000원", 
9730,9730,원더풀팡팡,9,,"493,755USD ","248,896,000원", 
9731,9731,아라시,10,,"416,475,000JPY ",,"184,605USD "
9732,9732,블랙퓨펄,11,,"51,475USD ","57,878,000원", 
9734,9734,문학미스치프,1,,"597,080USD ",,0
9735,9735,클린업샤인,2,,"152,440USD ",,"121,880USD "
9736,9736,날아라힐,3,,"51,475USD ",,616USD 
9737,9737,명진스톰,4,,"1,031,596USD ",,0
9738,9738,절예,5,,"3,670,790USD ",, 
9739,9739,대성루비,6,,"315,015USD ","26,945,000원", 
9740,9740,블루마카롱,7,,"1,177,394USD ",,"47,924USD "
9741,9741,멋진데,8,,"1,039,000USD ",,"48,670USD "
9742,9742,땡큐보스,9,,"831,800USD ",,0
9743,9743,빅토리고고,10,,"2,283,402USD ",,0
9744,9744,유포리앙,11,,"1,857,000USD ",,"1,680USD "
9745,9745,아이엠스타,1,,"944,900USD ",,0
9746,9746,정문서미트,3,,"583,280USD ",,0
9747,9747,킹오브선데이,4,,"172,705,000JPY ","132,600,000원", 
9748,9748,피케이군주,5,,"1,732,000USD ","113,667,000원", 
9749,9749,로만블레이드,6,,"1,220,800USD ",,"60,950USD "
9750,9750,위닝블레이드,7,,"1,083,533USD ","64,155,000원", 
9751,9751,기븐위켄드,8,,"1,083,533USD ","162,170,000원", 
